year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,5
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,5
1914,0,7
1915,0,6
1916,0,0
1917,0,5
1918,0,5
1919,0,0
1920,0,10
1921,0,11
1922,0,11
1923,0,11
1924,0,5
1925,0,0
1926,0,0
1927,0,6
1928,0,9
1929,0,5
1930,0,0
1931,0,8
1932,0,6
1933,0,0
1934,0,0
1935,0,5
1936,0,5
1937,0,5
1938,0,5
1939,0,0
1940,0,6
1941,0,5
1942,0,6
1943,0,5
1944,0,0
1945,0,0
1946,0,0
1947,0,5
1948,0,0
1949,0,5
1950,0,0
1951,0,6
1952,0,0
1953,0,6
1954,0,5
1955,0,7
1956,0,8
1957,0,6
1958,0,9
1959,0,0
1960,0,8
1961,0,8
1962,0,8
1963,0,9
1964,0,5
1965,0,9
1966,0,6
1967,0,0
1968,0,8
1969,0,9
1970,0,0
1971,0,0
1972,0,0
1973,0,6
1974,0,0
1975,0,8
1976,0,7
1977,0,5
1978,0,12
1979,0,6
1980,0,11
1981,0,9
1982,0,12
1983,0,7
1984,0,17
1985,0,15
1986,0,58
1987,0,107
1988,0,143
1989,0,146
1990,0,182
1991,0,234
1992,0,224
1993,0,267
1994,5,298
1995,0,299
1996,0,323
1997,0,451
1998,6,562
1999,8,542
2000,6,527
2001,6,547
2002,0,614
2003,6,619
2004,9,747
2005,8,830
2006,0,777
2007,8,811
2008,5,877
2009,8,955
2010,10,1011
2011,8,1114
2012,9,1177
2013,8,1206
2014,14,1218
2015,13,1254
2016,12,1356
2017,13,1528
2018,25,1726
2019,17,1450
