year,F,M
1880,0,344
1881,0,282
1882,0,300
1883,0,318
1884,0,358
1885,0,304
1886,0,310
1887,0,262
1888,0,334
1889,0,311
1890,0,296
1891,0,274
1892,0,298
1893,0,284
1894,0,293
1895,0,282
1896,0,292
1897,5,268
1898,0,284
1899,0,251
1900,0,322
1901,0,253
1902,0,264
1903,0,293
1904,0,300
1905,0,286
1906,0,351
1907,0,335
1908,0,339
1909,0,361
1910,0,382
1911,0,446
1912,7,875
1913,5,1028
1914,7,1250
1915,8,1613
1916,16,1763
1917,13,1808
1918,20,2112
1919,18,2027
1920,21,2165
1921,7,2286
1922,16,2208
1923,16,2115
1924,23,2242
1925,18,2190
1926,30,2129
1927,21,2200
1928,16,2187
1929,13,2064
1930,10,2061
1931,14,1978
1932,17,2031
1933,14,1895
1934,18,1934
1935,10,1958
1936,12,1970
1937,14,2081
1938,17,2049
1939,17,1947
1940,14,2085
1941,11,2018
1942,8,2284
1943,13,2244
1944,13,1950
1945,15,1975
1946,10,2058
1947,10,2208
1948,9,2001
1949,5,1936
1950,12,1812
1951,9,1642
1952,7,1593
1953,7,1536
1954,7,1460
1955,9,1290
1956,0,1380
1957,5,1275
1958,8,1176
1959,11,1087
1960,11,998
1961,9,957
1962,9,860
1963,0,889
1964,6,864
1965,0,722
1966,5,661
1967,0,623
1968,5,631
1969,7,577
1970,0,543
1971,0,494
1972,7,443
1973,0,401
1974,0,425
1975,0,340
1976,0,326
1977,5,319
1978,0,320
1979,0,298
1980,0,285
1981,0,285
1982,0,254
1983,0,260
1984,0,206
1985,0,233
1986,0,189
1987,0,216
1988,0,254
1989,0,232
1990,0,214
1991,0,191
1992,0,177
1993,0,180
1994,0,169
1995,0,145
1996,0,142
1997,0,153
1998,0,136
1999,0,140
2000,0,156
2001,0,133
2002,0,133
2003,0,134
2004,0,149
2005,0,159
2006,0,138
2007,0,145
2008,0,144
2009,0,180
2010,0,188
2011,0,248
2012,0,288
2013,5,405
2014,5,577
2015,8,696
2016,13,775
2017,19,852
2018,10,680
2019,12,762
