year,Girls,Boys
1880,0,21
1881,0,23
1882,0,27
1883,0,28
1884,0,26
1885,0,33
1886,0,20
1887,0,23
1888,0,27
1889,0,25
1890,0,17
1891,0,25
1892,0,28
1893,0,14
1894,0,19
1895,0,22
1896,0,16
1897,0,21
1898,0,27
1899,0,17
1900,0,18
1901,0,14
1902,0,17
1903,0,16
1904,0,17
1905,0,17
1906,0,16
1907,0,14
1908,0,16
1909,0,29
1910,0,27
1911,0,26
1912,0,56
1913,0,72
1914,0,73
1915,0,98
1916,0,85
1917,0,86
1918,0,78
1919,0,61
1920,0,63
1921,0,68
1922,0,62
1923,0,66
1924,0,61
1925,0,81
1926,0,96
1927,0,89
1928,0,68
1929,0,87
1930,0,101
1931,0,83
1932,0,83
1933,0,80
1934,0,92
1935,0,73
1936,0,76
1937,0,69
1938,0,76
1939,0,57
1940,0,69
1941,0,60
1942,0,73
1943,0,50
1944,0,50
1945,0,43
1946,0,35
1947,0,49
1948,0,45
1949,0,61
1950,0,65
1951,0,75
1952,0,82
1953,0,121
1954,0,123
1955,0,149
1956,0,159
1957,0,138
1958,0,185
1959,0,181
1960,0,204
1961,0,202
1962,0,212
1963,0,237
1964,0,251
1965,0,221
1966,0,232
1967,0,268
1968,0,242
1969,5,256
1970,0,269
1971,0,266
1972,0,223
1973,0,227
1974,0,232
1975,0,197
1976,0,196
1977,0,204
1978,0,182
1979,0,194
1980,0,211
1981,0,222
1982,0,215
1983,0,175
1984,0,185
1985,0,178
1986,0,179
1987,0,164
1988,0,160
1989,0,183
1990,0,187
1991,0,161
1992,0,170
1993,0,149
1994,0,141
1995,0,153
1996,0,125
1997,0,141
1998,0,150
1999,0,153
2000,0,132
2001,0,127
2002,0,98
2003,0,128
2004,0,112
2005,0,129
2006,0,119
2007,0,115
2008,0,108
2009,0,112
2010,0,104
2011,0,67
2012,0,91
2013,0,98
2014,0,133
2015,0,121
2016,0,131
2017,0,145
2018,0,121
2019,0,122
