year,Boys,Girls
1880,0,24
1881,0,36
1882,0,19
1883,0,38
1884,0,17
1885,0,34
1886,0,19
1887,0,30
1888,0,27
1889,0,33
1890,0,43
1891,0,27
1892,0,37
1893,0,36
1894,0,32
1895,0,39
1896,0,31
1897,0,23
1898,0,25
1899,0,18
1900,0,23
1901,0,30
1902,0,26
1903,0,19
1904,0,26
1905,0,16
1906,0,27
1907,0,23
1908,0,31
1909,0,30
1910,0,39
1911,0,59
1912,0,107
1913,0,117
1914,0,169
1915,0,195
1916,0,200
1917,0,183
1918,0,184
1919,0,159
1920,0,161
1921,0,201
1922,0,139
1923,0,151
1924,0,159
1925,0,157
1926,0,159
1927,0,132
1928,0,132
1929,0,152
1930,0,144
1931,0,97
1932,0,97
1933,0,75
1934,0,66
1935,0,75
1936,0,72
1937,0,77
1938,0,57
1939,0,52
1940,0,41
1941,0,48
1942,0,49
1943,0,66
1944,0,46
1945,0,63
1946,0,59
1947,0,55
1948,0,45
1949,0,57
1950,0,59
1951,0,71
1952,0,82
1953,0,72
1954,0,80
1955,0,78
1956,0,73
1957,0,91
1958,0,89
1959,0,98
1960,0,96
1961,0,98
1962,0,121
1963,0,108
1964,0,103
1965,0,122
1966,0,123
1967,0,118
1968,0,156
1969,0,155
1970,0,162
1971,0,205
1972,0,174
1973,0,215
1974,0,251
1975,0,242
1976,0,242
1977,0,255
1978,0,219
1979,0,304
1980,0,340
1981,0,426
1982,5,350
1983,0,293
1984,0,298
1985,0,344
1986,0,369
1987,5,368
1988,0,421
1989,0,525
1990,6,551
1991,0,567
1992,6,612
1993,8,585
1994,0,548
1995,0,528
1996,0,519
1997,0,530
1998,0,570
1999,0,598
2000,0,637
2001,0,637
2002,0,714
2003,0,727
2004,0,759
2005,0,795
2006,0,811
2007,0,740
2008,0,779
2009,0,722
2010,0,615
2011,0,618
2012,0,638
2013,0,656
2014,0,695
2015,0,708
2016,0,721
2017,0,747
2018,0,731
2019,0,644
