year,F,M
1880,0,205
1881,0,181
1882,0,190
1883,0,210
1884,0,216
1885,0,228
1886,0,224
1887,0,248
1888,0,256
1889,0,255
1890,0,223
1891,0,230
1892,0,301
1893,0,293
1894,5,273
1895,0,296
1896,5,258
1897,0,278
1898,0,246
1899,0,239
1900,0,326
1901,0,257
1902,0,269
1903,0,257
1904,0,256
1905,0,318
1906,0,267
1907,0,312
1908,0,340
1909,6,313
1910,5,347
1911,0,419
1912,0,794
1913,7,987
1914,9,1152
1915,12,1487
1916,11,1506
1917,9,1552
1918,16,1679
1919,11,1547
1920,12,1722
1921,17,1658
1922,16,1630
1923,11,1545
1924,21,1647
1925,16,1545
1926,10,1503
1927,18,1370
1928,18,1320
1929,13,1206
1930,11,1171
1931,9,1104
1932,11,1055
1933,0,965
1934,6,937
1935,9,820
1936,7,831
1937,0,889
1938,0,855
1939,6,784
1940,6,774
1941,0,776
1942,0,781
1943,11,802
1944,7,741
1945,5,641
1946,5,593
1947,0,641
1948,5,618
1949,0,590
1950,6,552
1951,0,537
1952,0,543
1953,0,481
1954,0,459
1955,0,412
1956,0,467
1957,0,410
1958,5,374
1959,0,372
1960,0,323
1961,5,327
1962,0,309
1963,0,255
1964,0,265
1965,5,230
1966,0,224
1967,0,173
1968,0,193
1969,0,193
1970,0,181
1971,0,190
1972,0,143
1973,0,119
1974,0,143
1975,0,112
1976,0,109
1977,0,111
1978,0,101
1979,0,99
1980,0,106
1981,0,98
1982,0,78
1983,0,86
1984,0,72
1985,0,79
1986,0,70
1987,0,55
1988,0,53
1989,0,50
1990,0,58
1991,0,39
1992,0,49
1993,0,29
1994,0,31
1995,0,32
1996,0,36
1997,0,29
1998,0,33
1999,0,27
2000,0,22
2001,0,18
2002,0,31
2003,0,9
2004,0,24
2005,0,19
2006,0,22
2007,0,22
2008,0,27
2009,0,13
2010,0,25
2011,0,21
2012,0,25
2013,0,20
2014,0,30
2015,0,29
2016,0,24
2017,0,26
2018,0,32
2019,0,23
