year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,5
1886,0,0
1887,0,6
1888,0,8
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,8
1897,0,0
1898,0,0
1899,0,0
1900,0,5
1901,0,0
1902,0,0
1903,0,0
1904,7,0
1905,0,5
1906,0,7
1907,0,6
1908,0,0
1909,0,6
1910,0,0
1911,0,14
1912,0,16
1913,6,17
1914,5,18
1915,9,25
1916,12,31
1917,12,31
1918,15,37
1919,15,28
1920,10,32
1921,10,30
1922,9,23
1923,8,28
1924,10,32
1925,17,29
1926,11,37
1927,9,29
1928,5,36
1929,6,33
1930,9,39
1931,6,33
1932,9,24
1933,0,24
1934,12,35
1935,10,24
1936,10,19
1937,13,20
1938,14,29
1939,8,22
1940,21,25
1941,16,24
1942,14,30
1943,16,32
1944,18,25
1945,13,26
1946,14,32
1947,22,25
1948,16,27
1949,13,23
1950,16,46
1951,13,33
1952,13,31
1953,17,39
1954,12,41
1955,9,33
1956,7,46
1957,10,32
1958,15,34
1959,13,25
1960,10,42
1961,6,39
1962,0,26
1963,0,42
1964,9,30
1965,8,32
1966,0,38
1967,6,39
1968,0,22
1969,0,25
1970,0,37
1971,0,32
1972,0,27
1973,0,31
1974,0,32
1975,0,24
1976,0,20
1977,0,28
1978,0,21
1979,0,35
1980,0,34
1981,0,28
1982,0,28
1983,0,30
1984,0,31
1985,0,34
1986,6,28
1987,0,31
1988,0,31
1989,0,42
1990,0,32
1991,0,35
1992,0,37
1993,5,46
1994,0,39
1995,0,35
1996,0,52
1997,0,61
1998,0,61
1999,0,51
2000,0,49
2001,0,59
2002,0,62
2003,0,66
2004,0,77
2005,0,68
2006,0,75
2007,0,73
2008,0,81
2009,0,91
2010,0,65
2011,0,96
2012,6,91
2013,0,95
2014,0,98
2015,6,104
2016,8,120
2017,0,113
2018,7,118
2019,9,130
