year,F,M
1880,0,357
1881,0,359
1882,0,422
1883,0,429
1884,0,432
1885,0,438
1886,0,467
1887,5,429
1888,8,513
1889,0,503
1890,8,501
1891,5,485
1892,0,548
1893,0,556
1894,0,612
1895,0,641
1896,0,677
1897,0,634
1898,6,706
1899,5,589
1900,5,779
1901,5,584
1902,0,632
1903,0,636
1904,6,726
1905,11,735
1906,6,803
1907,0,875
1908,5,1078
1909,9,1166
1910,0,1310
1911,6,1467
1912,19,3212
1913,20,3663
1914,25,4490
1915,27,6103
1916,30,6171
1917,34,6410
1918,38,6928
1919,28,6844
1920,44,7465
1921,36,7713
1922,41,7296
1923,36,7158
1924,46,7372
1925,48,7168
1926,50,6838
1927,42,6834
1928,56,6492
1929,46,6012
1930,54,6343
1931,33,5621
1932,33,5293
1933,32,4995
1934,22,5065
1935,19,4969
1936,31,4875
1937,22,4701
1938,16,5017
1939,31,4609
1940,10,4826
1941,14,5069
1942,20,5569
1943,21,5737
1944,16,5026
1945,23,4766
1946,8,5694
1947,21,6061
1948,9,5497
1949,10,5285
1950,12,5167
1951,11,5105
1952,13,5244
1953,23,4987
1954,17,4932
1955,22,4749
1956,18,4698
1957,15,4610
1958,15,4365
1959,12,3990
1960,14,3824
1961,20,3565
1962,12,3275
1963,13,3161
1964,11,3061
1965,15,2677
1966,13,2548
1967,12,2286
1968,15,2156
1969,15,2145
1970,18,1996
1971,10,1840
1972,14,1492
1973,17,1351
1974,8,1207
1975,15,1165
1976,12,1033
1977,13,1017
1978,8,958
1979,7,928
1980,10,924
1981,6,855
1982,13,794
1983,0,726
1984,9,673
1985,6,676
1986,6,599
1987,6,625
1988,0,615
1989,0,558
1990,0,572
1991,0,495
1992,0,463
1993,0,416
1994,0,374
1995,0,357
1996,0,305
1997,0,324
1998,0,330
1999,0,277
2000,0,270
2001,0,289
2002,0,265
2003,0,258
2004,0,235
2005,0,229
2006,0,243
2007,0,240
2008,0,229
2009,0,215
2010,0,229
2011,0,207
2012,0,203
2013,0,193
2014,0,211
2015,0,194
2016,0,240
2017,0,202
2018,0,213
2019,0,214
