year,Boys,Girls
1880,11,2444
1881,13,2339
1882,17,2579
1883,12,2383
1884,11,2474
1885,19,2406
1886,14,2404
1887,10,2228
1888,25,2596
1889,18,2286
1890,19,2349
1891,22,2049
1892,24,2452
1893,24,2162
1894,17,2278
1895,15,2221
1896,14,2183
1897,15,1994
1898,16,2145
1899,21,1831
1900,25,2606
1901,17,1870
1902,14,2154
1903,18,1922
1904,14,2086
1905,19,2126
1906,23,2112
1907,14,2203
1908,27,2283
1909,27,2411
1910,28,2899
1911,30,3167
1912,30,5643
1913,36,6391
1914,59,8110
1915,72,10138
1916,82,10656
1917,80,10696
1918,87,11354
1919,96,10613
1920,66,11305
1921,97,11411
1922,80,11207
1923,81,11067
1924,96,11197
1925,110,10615
1926,106,9999
1927,105,9866
1928,81,9315
1929,100,8572
1930,96,8592
1931,82,7804
1932,68,7471
1933,52,6725
1934,60,6736
1935,62,6856
1936,53,6446
1937,69,6669
1938,53,6558
1939,48,6559
1940,55,6819
1941,66,7165
1942,65,7564
1943,47,7627
1944,49,6972
1945,47,6604
1946,39,7315
1947,46,7808
1948,53,7423
1949,34,7180
1950,34,6962
1951,36,7121
1952,34,6976
1953,41,6661
1954,42,6403
1955,35,6197
1956,38,5957
1957,36,5737
1958,29,5149
1959,36,5057
1960,39,4963
1961,44,4620
1962,27,4348
1963,27,4184
1964,23,4122
1965,24,3803
1966,29,3577
1967,25,3333
1968,26,3131
1969,22,3058
1970,25,3131
1971,20,2948
1972,27,2420
1973,21,2361
1974,31,2321
1975,25,2088
1976,23,2127
1977,15,2134
1978,16,2044
1979,17,1948
1980,20,2075
1981,22,2186
1982,16,2078
1983,27,1952
1984,17,2034
1985,15,2065
1986,23,1995
1987,18,2087
1988,15,2082
1989,16,2174
1990,19,2253
1991,12,2259
1992,9,2342
1993,15,2483
1994,7,2419
1995,5,2544
1996,10,2556
1997,7,2654
1998,5,2799
1999,7,2923
2000,6,3120
2001,8,3199
2002,0,3331
2003,7,3468
2004,17,3910
2005,14,4176
2006,7,4667
2007,5,5116
2008,8,5780
2009,8,5896
2010,8,6399
2011,7,7231
2012,10,8069
2013,9,8881
2014,10,9436
2015,10,10177
2016,12,10382
2017,11,10469
2018,16,10693
2019,9,10704
