year,F,M
1880,21,0
1881,50,0
1882,73,0
1883,123,0
1884,209,0
1885,281,0
1886,429,6
1887,504,5
1888,898,13
1889,1056,8
1890,1366,8
1891,1447,13
1892,1897,12
1893,2052,13
1894,2103,10
1895,2252,13
1896,2226,11
1897,2339,15
1898,2439,12
1899,2033,12
1900,2425,15
1901,2097,19
1902,2238,15
1903,2139,16
1904,2301,24
1905,2351,16
1906,2315,11
1907,2530,19
1908,2698,29
1909,2708,25
1910,3032,28
1911,3290,27
1912,4197,46
1913,4589,38
1914,5324,61
1915,7092,68
1916,7214,79
1917,7285,70
1918,7615,65
1919,7430,79
1920,7308,79
1921,7341,74
1922,6758,69
1923,6245,66
1924,6342,71
1925,5779,59
1926,5302,60
1927,5096,51
1928,4649,47
1929,4164,67
1930,3888,53
1931,3508,56
1932,3340,53
1933,3028,45
1934,2810,42
1935,2694,57
1936,2511,39
1937,2348,40
1938,2338,48
1939,2099,38
1940,2068,44
1941,1982,30
1942,1911,32
1943,1852,42
1944,1660,31
1945,1438,24
1946,1520,32
1947,1559,27
1948,1346,21
1949,1321,18
1950,1181,17
1951,1149,17
1952,1058,21
1953,1041,18
1954,1036,13
1955,910,18
1956,770,17
1957,748,14
1958,657,0
1959,584,13
1960,576,10
1961,515,8
1962,446,17
1963,421,8
1964,363,16
1965,343,0
1966,301,0
1967,256,7
1968,241,6
1969,212,5
1970,235,5
1971,188,0
1972,169,7
1973,141,0
1974,136,5
1975,134,0
1976,115,7
1977,127,0
1978,132,0
1979,112,0
1980,131,0
1981,131,0
1982,120,0
1983,90,0
1984,116,0
1985,119,5
1986,121,0
1987,141,0
1988,111,0
1989,154,0
1990,145,0
1991,127,0
1992,143,0
1993,147,0
1994,146,7
1995,162,5
1996,170,0
1997,192,0
1998,219,0
1999,231,0
2000,246,0
2001,319,5
2002,314,5
2003,385,0
2004,404,7
2005,577,0
2006,681,0
2007,908,11
2008,967,7
2009,1125,6
2010,1240,7
2011,1480,8
2012,1784,0
2013,2055,6
2014,2904,8
2015,4299,12
2016,4671,17
2017,5032,15
2018,4938,16
2019,5431,6
