year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,5
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,7
1889,0,0
1890,0,0
1891,0,0
1892,0,5
1893,0,0
1894,0,5
1895,0,5
1896,0,0
1897,0,0
1898,0,5
1899,0,0
1900,0,0
1901,0,6
1902,0,0
1903,0,7
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,5
1910,0,6
1911,0,5
1912,0,8
1913,0,11
1914,0,16
1915,0,19
1916,0,23
1917,0,23
1918,0,37
1919,0,31
1920,0,25
1921,0,24
1922,0,25
1923,0,28
1924,0,17
1925,0,29
1926,0,10
1927,0,18
1928,0,16
1929,0,18
1930,0,13
1931,0,10
1932,0,13
1933,0,12
1934,0,13
1935,0,16
1936,0,9
1937,0,12
1938,0,16
1939,0,16
1940,5,8
1941,0,8
1942,0,7
1943,0,16
1944,0,9
1945,0,13
1946,0,13
1947,0,9
1948,0,9
1949,0,12
1950,0,9
1951,0,0
1952,0,12
1953,0,6
1954,0,0
1955,0,9
1956,0,0
1957,0,7
1958,0,5
1959,0,7
1960,0,0
1961,0,0
1962,0,0
1963,0,8
1964,0,0
1965,0,6
1966,0,5
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,7
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,17,0
1990,15,0
1991,32,0
1992,48,5
1993,84,5
1994,144,0
1995,109,0
1996,143,0
1997,113,0
1998,115,0
1999,128,0
2000,143,0
2001,170,8
2002,123,0
2003,173,0
2004,150,0
2005,151,6
2006,165,0
2007,166,0
2008,129,0
2009,164,0
2010,130,0
2011,141,0
2012,136,0
2013,132,0
2014,141,0
2015,150,0
2016,158,0
2017,162,0
2018,149,0
2019,136,0
