year,F,M
1880,365,5
1881,317,0
1882,380,0
1883,387,0
1884,393,0
1885,445,0
1886,443,0
1887,408,0
1888,541,0
1889,516,0
1890,510,0
1891,497,0
1892,585,0
1893,537,0
1894,619,0
1895,552,0
1896,527,0
1897,488,0
1898,607,0
1899,520,0
1900,623,0
1901,493,0
1902,587,0
1903,536,0
1904,569,8
1905,628,5
1906,618,5
1907,617,0
1908,677,0
1909,667,5
1910,793,0
1911,749,0
1912,899,0
1913,943,0
1914,1152,0
1915,1368,7
1916,1459,0
1917,1450,6
1918,1504,5
1919,1444,0
1920,1566,7
1921,1553,7
1922,1522,6
1923,1475,14
1924,1449,0
1925,1404,7
1926,1366,8
1927,1302,0
1928,1201,6
1929,1124,8
1930,1142,10
1931,965,0
1932,891,7
1933,902,9
1934,909,5
1935,840,0
1936,748,0
1937,790,5
1938,774,9
1939,766,0
1940,688,7
1941,702,0
1942,694,0
1943,642,0
1944,630,6
1945,530,0
1946,551,0
1947,578,0
1948,585,0
1949,578,0
1950,546,0
1951,507,0
1952,464,0
1953,469,0
1954,413,0
1955,458,0
1956,407,0
1957,416,0
1958,359,0
1959,370,0
1960,340,5
1961,299,0
1962,271,0
1963,293,0
1964,253,0
1965,206,0
1966,181,0
1967,161,0
1968,138,0
1969,136,0
1970,136,0
1971,140,0
1972,126,0
1973,110,0
1974,111,0
1975,101,0
1976,116,0
1977,103,0
1978,107,0
1979,88,0
1980,116,0
1981,93,0
1982,87,0
1983,81,0
1984,83,0
1985,82,0
1986,76,0
1987,64,0
1988,71,0
1989,75,0
1990,83,0
1991,73,0
1992,72,0
1993,63,0
1994,59,0
1995,60,0
1996,58,0
1997,93,0
1998,78,0
1999,79,0
2000,99,0
2001,113,0
2002,87,0
2003,79,0
2004,96,0
2005,117,0
2006,90,0
2007,110,0
2008,112,0
2009,104,0
2010,114,0
2011,122,0
2012,128,0
2013,144,0
2014,170,0
2015,176,0
2016,195,0
2017,225,0
2018,244,0
2019,280,0
