year,F,M
1880,34,0
1881,34,0
1882,42,0
1883,33,0
1884,61,0
1885,67,0
1886,66,0
1887,80,0
1888,95,0
1889,112,0
1890,127,0
1891,161,0
1892,229,0
1893,231,0
1894,227,0
1895,250,0
1896,246,0
1897,279,0
1898,273,0
1899,266,0
1900,321,0
1901,255,0
1902,247,0
1903,280,0
1904,256,0
1905,310,0
1906,287,0
1907,306,0
1908,349,0
1909,321,5
1910,345,0
1911,413,0
1912,566,0
1913,613,0
1914,689,0
1915,944,0
1916,948,0
1917,1010,0
1918,1025,0
1919,900,5
1920,974,0
1921,970,0
1922,924,0
1923,868,0
1924,914,0
1925,889,0
1926,830,0
1927,819,0
1928,748,0
1929,696,0
1930,610,0
1931,640,0
1932,603,0
1933,588,0
1934,651,0
1935,623,5
1936,495,0
1937,528,0
1938,543,0
1939,538,0
1940,487,0
1941,491,5
1942,503,6
1943,552,0
1944,467,0
1945,438,0
1946,471,0
1947,501,0
1948,469,0
1949,413,0
1950,437,0
1951,466,0
1952,429,0
1953,522,0
1954,476,0
1955,507,0
1956,527,0
1957,494,0
1958,460,0
1959,459,0
1960,449,0
1961,444,0
1962,343,0
1963,317,0
1964,276,0
1965,262,0
1966,193,0
1967,161,0
1968,150,0
1969,137,0
1970,145,0
1971,172,0
1972,169,0
1973,161,0
1974,127,0
1975,132,0
1976,109,0
1977,114,0
1978,111,0
1979,88,0
1980,98,0
1981,91,0
1982,75,0
1983,45,0
1984,54,0
1985,48,0
1986,43,0
1987,24,0
1988,35,0
1989,32,0
1990,29,0
1991,24,0
1992,25,0
1993,25,0
1994,21,0
1995,13,0
1996,17,0
1997,23,0
1998,18,0
1999,14,0
2000,13,0
2001,22,0
2002,18,0
2003,27,0
2004,16,0
2005,18,0
2006,16,0
2007,10,0
2008,17,0
2009,9,0
2010,13,0
2011,12,0
2012,19,0
2013,17,0
2014,11,0
2015,12,0
2016,16,0
2017,0,0
2018,12,0
2019,18,0
