year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,5
1898,0,6
1899,0,0
1900,0,11
1901,0,0
1902,0,7
1903,0,0
1904,0,0
1905,0,9
1906,0,7
1907,0,10
1908,0,16
1909,7,8
1910,0,14
1911,0,14
1912,5,15
1913,0,23
1914,7,29
1915,8,43
1916,8,41
1917,11,35
1918,14,36
1919,12,49
1920,7,54
1921,11,51
1922,12,42
1923,11,56
1924,15,51
1925,14,37
1926,17,55
1927,11,44
1928,8,37
1929,9,31
1930,14,54
1931,6,41
1932,9,54
1933,10,43
1934,6,29
1935,8,37
1936,8,39
1937,9,48
1938,9,31
1939,9,37
1940,5,42
1941,5,31
1942,8,24
1943,6,43
1944,10,35
1945,5,43
1946,0,25
1947,0,29
1948,9,38
1949,0,37
1950,6,23
1951,9,39
1952,8,33
1953,9,33
1954,6,27
1955,6,33
1956,7,33
1957,5,28
1958,6,29
1959,5,21
1960,0,31
1961,0,25
1962,6,33
1963,0,23
1964,0,29
1965,0,24
1966,0,13
1967,6,24
1968,0,11
1969,0,17
1970,0,23
1971,0,9
1972,0,8
1973,0,12
1974,0,15
1975,0,16
1976,0,19
1977,0,15
1978,0,16
1979,0,23
1980,0,14
1981,0,16
1982,6,11
1983,9,11
1984,5,19
1985,11,11
1986,10,9
1987,5,15
1988,5,20
1989,5,21
1990,6,19
1991,0,19
1992,5,27
1993,0,14
1994,5,25
1995,0,13
1996,5,19
1997,0,21
1998,0,13
1999,0,17
2000,0,24
2001,0,22
2002,0,8
2003,0,18
2004,0,16
2005,6,11
2006,0,16
2007,0,17
2008,0,20
2009,5,18
2010,0,15
2011,7,17
2012,0,16
2013,0,13
2014,0,12
2015,5,11
2016,6,14
2017,9,15
2018,7,11
2019,0,12
