year,Boys,Girls
1880,0,19
1881,0,21
1882,0,19
1883,0,24
1884,0,23
1885,0,28
1886,0,15
1887,0,26
1888,0,21
1889,0,19
1890,0,17
1891,0,21
1892,0,17
1893,0,26
1894,0,24
1895,0,20
1896,0,27
1897,0,26
1898,0,20
1899,0,29
1900,0,40
1901,0,35
1902,0,28
1903,0,26
1904,0,41
1905,0,32
1906,0,40
1907,0,62
1908,0,60
1909,0,63
1910,0,65
1911,0,82
1912,0,106
1913,0,134
1914,0,150
1915,0,163
1916,5,183
1917,5,227
1918,0,254
1919,5,279
1920,5,359
1921,0,360
1922,6,341
1923,6,393
1924,6,366
1925,0,456
1926,6,435
1927,7,542
1928,8,498
1929,8,532
1930,9,476
1931,5,426
1932,8,341
1933,7,273
1934,0,330
1935,8,311
1936,8,311
1937,0,297
1938,6,299
1939,5,266
1940,0,303
1941,6,278
1942,6,299
1943,0,357
1944,0,365
1945,0,367
1946,6,454
1947,0,559
1948,0,588
1949,10,593
1950,6,648
1951,5,691
1952,11,682
1953,6,765
1954,0,831
1955,5,731
1956,11,782
1957,8,779
1958,0,699
1959,0,707
1960,12,780
1961,5,724
1962,9,793
1963,0,774
1964,6,818
1965,11,792
1966,8,863
1967,13,946
1968,11,987
1969,15,1108
1970,8,1217
1971,16,1223
1972,16,1334
1973,11,1377
1974,10,1512
1975,13,1614
1976,20,1574
1977,21,1496
1978,16,1605
1979,30,1689
1980,21,1771
1981,23,1956
1982,26,1812
1983,10,1822
1984,18,1813
1985,19,2015
1986,18,1915
1987,22,2095
1988,30,2255
1989,24,2622
1990,32,2932
1991,31,2906
1992,30,2936
1993,28,2965
1994,22,2892
1995,27,2886
1996,16,2811
1997,13,2865
1998,15,2692
1999,15,2832
2000,12,2837
2001,11,2857
2002,5,2742
2003,8,2767
2004,9,2728
2005,9,2742
2006,6,2686
2007,0,2725
2008,0,2340
2009,0,2083
2010,0,1876
2011,0,1662
2012,0,1567
2013,0,1700
2014,0,1600
2015,0,1483
2016,0,1445
2017,0,1401
2018,0,1237
2019,0,1290
