year,Boys,Girls
1880,0,11
1881,0,13
1882,0,7
1883,0,9
1884,0,15
1885,0,8
1886,0,8
1887,0,10
1888,0,13
1889,0,7
1890,0,10
1891,0,12
1892,0,7
1893,0,9
1894,0,10
1895,0,11
1896,0,12
1897,0,19
1898,0,5
1899,0,6
1900,0,15
1901,0,11
1902,0,6
1903,0,9
1904,0,13
1905,0,6
1906,0,8
1907,0,8
1908,0,0
1909,0,6
1910,0,11
1911,0,5
1912,0,11
1913,0,12
1914,0,27
1915,0,15
1916,0,14
1917,0,26
1918,0,32
1919,0,35
1920,0,21
1921,0,19
1922,0,29
1923,0,17
1924,0,22
1925,0,15
1926,0,19
1927,0,20
1928,0,20
1929,0,17
1930,0,23
1931,0,19
1932,0,19
1933,0,24
1934,0,17
1935,0,10
1936,0,7
1937,0,8
1938,0,12
1939,0,13
1940,0,13
1941,0,11
1942,0,12
1943,0,16
1944,0,15
1945,0,0
1946,0,10
1947,0,14
1948,0,12
1949,0,12
1950,0,11
1951,0,9
1952,0,9
1953,0,6
1954,0,10
1955,0,9
1956,0,6
1957,0,0
1958,0,6
1959,0,6
1960,0,10
1961,0,6
1962,0,7
1963,0,6
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,7
1969,0,6
1970,0,6
1971,0,0
1972,0,0
1973,0,7
1974,0,0
1975,0,5
1976,0,0
1977,0,0
1978,0,0
1979,0,5
1980,0,5
1981,0,6
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,6
1988,0,0
1989,0,0
1990,0,5
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,6
1997,5,5
1998,0,0
1999,6,7
2000,10,0
2001,5,0
2002,10,0
2003,9,5
2004,9,6
2005,5,5
2006,6,5
2007,0,5
2008,5,6
2009,6,0
2010,6,7
2011,8,0
2012,8,0
2013,0,0
2014,9,0
2015,5,0
2016,7,0
2017,5,6
2018,6,6
2019,0,0
