year,Boys,Girls
1880,560,0
1881,565,0
1882,650,0
1883,696,0
1884,738,5
1885,783,0
1886,837,0
1887,798,0
1888,991,7
1889,909,7
1890,1005,0
1891,916,0
1892,1031,0
1893,1003,0
1894,1003,5
1895,1012,0
1896,1001,0
1897,956,5
1898,1085,0
1899,886,11
1900,1237,5
1901,873,0
1902,971,12
1903,1016,6
1904,964,0
1905,1085,0
1906,955,0
1907,1089,0
1908,1085,0
1909,1071,6
1910,1237,8
1911,1100,7
1912,1425,9
1913,1488,0
1914,1616,7
1915,1927,10
1916,1883,13
1917,1961,8
1918,2014,13
1919,1981,8
1920,1979,7
1921,1892,6
1922,1867,9
1923,1776,11
1924,1708,11
1925,1656,5
1926,1571,10
1927,1447,14
1928,1361,13
1929,1199,7
1930,1225,12
1931,1093,9
1932,1178,10
1933,1025,9
1934,955,8
1935,870,8
1936,814,10
1937,850,8
1938,804,7
1939,736,7
1940,751,9
1941,725,6
1942,765,10
1943,693,0
1944,643,6
1945,585,0
1946,603,5
1947,595,0
1948,570,0
1949,542,0
1950,533,0
1951,452,0
1952,415,0
1953,432,0
1954,382,0
1955,342,0
1956,320,0
1957,295,0
1958,248,0
1959,252,0
1960,231,0
1961,206,0
1962,171,0
1963,200,0
1964,162,0
1965,136,0
1966,127,0
1967,122,0
1968,95,0
1969,99,0
1970,99,0
1971,110,0
1972,95,0
1973,77,0
1974,78,0
1975,87,0
1976,82,0
1977,91,0
1978,65,0
1979,80,0
1980,71,0
1981,65,0
1982,61,0
1983,57,0
1984,66,0
1985,55,0
1986,58,0
1987,59,0
1988,66,0
1989,74,0
1990,56,0
1991,59,0
1992,53,0
1993,69,0
1994,54,0
1995,60,0
1996,41,0
1997,62,0
1998,55,0
1999,47,0
2000,54,0
2001,50,0
2002,44,0
2003,36,0
2004,55,0
2005,44,0
2006,39,0
2007,52,0
2008,52,0
2009,50,0
2010,40,0
2011,44,0
2012,39,0
2013,48,0
2014,44,0
2015,52,0
2016,46,0
2017,47,0
2018,59,0
2019,51,0
