year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,6,0
1909,5,0
1910,0,0
1911,0,0
1912,5,0
1913,0,0
1914,0,0
1915,10,0
1916,5,0
1917,6,0
1918,16,0
1919,20,0
1920,8,0
1921,10,0
1922,8,0
1923,0,0
1924,7,0
1925,0,0
1926,5,0
1927,10,0
1928,0,0
1929,5,0
1930,0,0
1931,0,0
1932,7,0
1933,8,0
1934,5,0
1935,7,0
1936,9,0
1937,6,0
1938,6,0
1939,8,0
1940,11,0
1941,0,0
1942,11,0
1943,10,0
1944,8,0
1945,11,0
1946,15,0
1947,13,0
1948,8,0
1949,15,0
1950,24,0
1951,33,0
1952,60,0
1953,75,0
1954,69,0
1955,127,0
1956,178,0
1957,309,0
1958,241,0
1959,268,0
1960,345,0
1961,389,0
1962,399,0
1963,421,0
1964,393,0
1965,367,0
1966,300,0
1967,271,0
1968,236,0
1969,291,0
1970,313,0
1971,298,0
1972,290,0
1973,224,0
1974,241,0
1975,255,0
1976,244,0
1977,233,0
1978,167,0
1979,203,0
1980,180,0
1981,161,0
1982,144,0
1983,132,0
1984,121,0
1985,180,0
1986,203,0
1987,183,0
1988,190,0
1989,173,0
1990,150,0
1991,129,0
1992,146,0
1993,115,0
1994,102,0
1995,70,0
1996,55,0
1997,50,0
1998,43,0
1999,31,0
2000,28,0
2001,22,0
2002,13,0
2003,15,0
2004,15,0
2005,14,0
2006,17,0
2007,14,0
2008,7,0
2009,0,0
2010,6,0
2011,5,0
2012,6,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
