year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,6
1887,0,0
1888,0,0
1889,0,0
1890,0,6
1891,0,0
1892,0,6
1893,0,7
1894,0,6
1895,0,5
1896,0,7
1897,0,0
1898,0,0
1899,0,6
1900,0,0
1901,0,0
1902,0,7
1903,0,0
1904,0,8
1905,0,8
1906,0,8
1907,0,6
1908,0,8
1909,0,12
1910,0,16
1911,0,18
1912,0,37
1913,6,63
1914,5,61
1915,5,92
1916,5,99
1917,0,120
1918,0,110
1919,0,100
1920,0,93
1921,5,125
1922,0,103
1923,0,102
1924,0,98
1925,6,105
1926,7,100
1927,5,76
1928,6,82
1929,0,69
1930,0,65
1931,0,67
1932,0,61
1933,0,56
1934,0,55
1935,5,30
1936,0,47
1937,0,47
1938,0,41
1939,0,38
1940,0,39
1941,0,48
1942,0,26
1943,0,37
1944,0,38
1945,0,25
1946,0,36
1947,0,35
1948,0,29
1949,0,20
1950,0,18
1951,0,20
1952,0,18
1953,0,23
1954,0,24
1955,0,23
1956,0,24
1957,0,14
1958,0,18
1959,0,26
1960,0,7
1961,0,14
1962,0,9
1963,0,10
1964,0,15
1965,0,7
1966,0,8
1967,0,8
1968,0,6
1969,0,9
1970,0,8
1971,0,6
1972,0,7
1973,0,10
1974,0,0
1975,0,9
1976,0,9
1977,0,9
1978,0,6
1979,0,0
1980,0,0
1981,0,6
1982,0,7
1983,0,6
1984,0,7
1985,0,13
1986,0,13
1987,0,12
1988,0,8
1989,0,8
1990,0,12
1991,0,11
1992,0,10
1993,0,12
1994,0,9
1995,0,12
1996,0,15
1997,0,11
1998,0,14
1999,0,13
2000,0,17
2001,0,9
2002,0,17
2003,0,17
2004,0,11
2005,0,11
2006,0,17
2007,0,15
2008,0,17
2009,0,15
2010,0,25
2011,0,14
2012,0,13
2013,0,8
2014,0,16
2015,0,17
2016,0,18
2017,0,19
2018,0,22
2019,0,10
