year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,5,0
1892,11,0
1893,7,0
1894,13,0
1895,12,0
1896,16,0
1897,12,0
1898,8,0
1899,19,0
1900,16,0
1901,18,0
1902,24,0
1903,16,0
1904,22,0
1905,24,0
1906,20,0
1907,26,0
1908,28,0
1909,23,0
1910,22,0
1911,20,0
1912,45,0
1913,47,0
1914,49,0
1915,60,0
1916,74,0
1917,67,0
1918,69,0
1919,90,0
1920,88,0
1921,80,0
1922,96,0
1923,96,0
1924,99,0
1925,91,0
1926,96,0
1927,86,0
1928,73,0
1929,79,0
1930,82,0
1931,75,0
1932,55,0
1933,59,0
1934,57,0
1935,58,0
1936,47,0
1937,48,0
1938,39,0
1939,38,0
1940,41,0
1941,59,0
1942,49,0
1943,36,0
1944,40,0
1945,30,0
1946,30,0
1947,33,0
1948,28,0
1949,28,0
1950,20,0
1951,21,0
1952,28,0
1953,18,0
1954,22,0
1955,16,0
1956,21,0
1957,18,0
1958,10,0
1959,12,0
1960,9,0
1961,7,0
1962,9,0
1963,10,0
1964,6,0
1965,5,0
1966,6,0
1967,5,0
1968,5,0
1969,5,0
1970,0,0
1971,6,0
1972,6,0
1973,0,0
1974,8,0
1975,7,0
1976,5,0
1977,7,0
1978,0,0
1979,6,0
1980,6,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,5,0
1996,0,0
1997,6,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,7,0
2004,5,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,8,0
2010,8,0
2011,9,0
2012,0,0
2013,7,0
2014,6,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,6,0
