year,F,M
1880,0,0
1881,5,0
1882,0,0
1883,0,0
1884,6,0
1885,6,0
1886,8,0
1887,0,0
1888,6,0
1889,10,0
1890,14,0
1891,0,0
1892,7,0
1893,5,0
1894,8,0
1895,0,0
1896,5,0
1897,7,0
1898,6,0
1899,0,0
1900,0,0
1901,8,0
1902,14,0
1903,8,0
1904,7,0
1905,6,0
1906,6,0
1907,9,0
1908,9,0
1909,0,0
1910,6,0
1911,5,0
1912,10,0
1913,11,0
1914,12,0
1915,11,0
1916,11,0
1917,8,0
1918,13,0
1919,17,0
1920,18,0
1921,15,0
1922,20,0
1923,13,0
1924,16,0
1925,13,0
1926,24,0
1927,14,0
1928,17,0
1929,8,0
1930,13,0
1931,9,0
1932,18,0
1933,16,0
1934,11,0
1935,9,0
1936,10,0
1937,11,0
1938,7,0
1939,11,0
1940,8,0
1941,15,0
1942,11,0
1943,8,0
1944,8,0
1945,7,0
1946,13,0
1947,12,0
1948,13,0
1949,15,0
1950,8,0
1951,13,0
1952,12,0
1953,11,0
1954,18,0
1955,18,0
1956,9,0
1957,6,0
1958,14,0
1959,11,0
1960,10,0
1961,12,0
1962,11,0
1963,9,0
1964,7,0
1965,6,0
1966,6,0
1967,7,0
1968,5,0
1969,0,0
1970,5,0
1971,0,0
1972,7,0
1973,0,0
1974,0,0
1975,8,0
1976,5,0
1977,7,0
1978,0,0
1979,6,0
1980,6,0
1981,0,0
1982,5,0
1983,0,0
1984,0,0
1985,6,0
1986,5,0
1987,6,0
1988,0,0
1989,9,0
1990,0,0
1991,0,0
1992,0,0
1993,5,0
1994,9,0
1995,11,0
1996,0,0
1997,6,0
1998,0,0
1999,0,0
2000,5,0
2001,0,0
2002,6,0
2003,7,0
2004,7,0
2005,12,0
2006,0,0
2007,5,0
2008,6,0
2009,6,0
2010,0,0
2011,7,0
2012,15,0
2013,10,0
2014,15,0
2015,20,0
2016,16,0
2017,25,0
2018,25,0
2019,12,0
