year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,5,0
1901,0,0
1902,0,0
1903,7,0
1904,0,0
1905,0,0
1906,0,0
1907,7,0
1908,0,0
1909,0,0
1910,0,0
1911,9,0
1912,0,0
1913,0,0
1914,6,0
1915,15,0
1916,26,0
1917,17,0
1918,22,0
1919,12,0
1920,12,0
1921,20,0
1922,5,0
1923,11,0
1924,13,0
1925,10,0
1926,10,0
1927,10,0
1928,8,0
1929,6,0
1930,11,0
1931,8,0
1932,8,0
1933,12,0
1934,14,0
1935,9,0
1936,0,0
1937,11,0
1938,10,0
1939,0,0
1940,9,0
1941,9,0
1942,5,0
1943,5,0
1944,0,0
1945,6,0
1946,12,0
1947,9,0
1948,13,0
1949,20,0
1950,18,0
1951,15,0
1952,33,0
1953,32,0
1954,43,0
1955,39,0
1956,76,0
1957,72,0
1958,68,0
1959,106,0
1960,69,0
1961,92,0
1962,81,0
1963,88,0
1964,153,0
1965,97,0
1966,73,0
1967,88,0
1968,75,0
1969,77,0
1970,79,0
1971,74,0
1972,56,0
1973,52,0
1974,55,0
1975,54,0
1976,55,0
1977,51,0
1978,47,0
1979,228,0
1980,720,6
1981,224,0
1982,146,0
1983,118,0
1984,111,0
1985,104,0
1986,90,0
1987,83,0
1988,66,0
1989,64,0
1990,44,0
1991,55,0
1992,66,0
1993,52,0
1994,56,0
1995,74,0
1996,55,0
1997,56,0
1998,56,0
1999,66,0
2000,67,0
2001,75,0
2002,68,0
2003,74,0
2004,90,0
2005,104,0
2006,167,0
2007,219,0
2008,248,0
2009,209,0
2010,242,0
2011,362,0
2012,371,0
2013,350,0
2014,435,0
2015,447,0
2016,575,0
2017,684,0
2018,612,0
2019,643,0
