year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,8
1905,0,0
1906,0,9
1907,0,0
1908,0,8
1909,0,10
1910,0,16
1911,0,18
1912,0,29
1913,0,53
1914,0,51
1915,0,88
1916,0,82
1917,0,93
1918,0,101
1919,0,109
1920,0,179
1921,0,195
1922,0,203
1923,0,217
1924,0,307
1925,0,282
1926,0,306
1927,0,361
1928,0,375
1929,7,422
1930,5,408
1931,0,363
1932,0,339
1933,8,320
1934,9,313
1935,0,324
1936,5,282
1937,0,264
1938,5,303
1939,5,322
1940,0,304
1941,5,291
1942,0,345
1943,0,371
1944,5,393
1945,0,487
1946,5,482
1947,5,572
1948,0,615
1949,0,646
1950,5,646
1951,5,704
1952,5,714
1953,8,737
1954,5,781
1955,12,796
1956,7,814
1957,0,843
1958,5,863
1959,7,846
1960,5,903
1961,5,880
1962,7,815
1963,8,852
1964,0,837
1965,10,795
1966,6,843
1967,15,851
1968,9,886
1969,0,843
1970,12,1037
1971,9,1116
1972,7,1053
1973,7,959
1974,12,1065
1975,11,1038
1976,8,1111
1977,10,1016
1978,8,1037
1979,0,1117
1980,12,1287
1981,7,1319
1982,10,1220
1983,14,1142
1984,13,1106
1985,11,1108
1986,15,1164
1987,12,1180
1988,12,1234
1989,10,1359
1990,14,1461
1991,0,1459
1992,12,1488
1993,14,1495
1994,5,1451
1995,9,1512
1996,6,1492
1997,6,1406
1998,0,1373
1999,5,1469
2000,0,1519
2001,0,1439
2002,0,1407
2003,6,1400
2004,5,1381
2005,8,1332
2006,0,1355
2007,0,1387
2008,5,1180
2009,0,1015
2010,0,926
2011,0,834
2012,0,722
2013,0,720
2014,0,726
2015,0,692
2016,0,650
2017,0,555
2018,0,549
2019,0,550
