year,F,M
1880,0,440
1881,0,440
1882,0,521
1883,0,556
1884,0,680
1885,5,691
1886,5,767
1887,7,726
1888,9,856
1889,6,888
1890,11,941
1891,11,838
1892,5,1048
1893,6,919
1894,11,1018
1895,10,1028
1896,0,1027
1897,9,999
1898,10,1049
1899,7,912
1900,6,1215
1901,8,917
1902,10,1002
1903,0,975
1904,12,1123
1905,9,1016
1906,9,1024
1907,13,1128
1908,7,1097
1909,8,1135
1910,9,1267
1911,18,1394
1912,18,2591
1913,17,3090
1914,21,3852
1915,43,5052
1916,37,5327
1917,38,5586
1918,44,6211
1919,44,5970
1920,46,6355
1921,49,6545
1922,61,6458
1923,51,6317
1924,46,6557
1925,53,6376
1926,53,6226
1927,69,6385
1928,49,6229
1929,67,5812
1930,56,5919
1931,60,5487
1932,36,5237
1933,49,4905
1934,41,5105
1935,28,4938
1936,31,4818
1937,30,4889
1938,23,5040
1939,27,5154
1940,37,5565
1941,38,5946
1942,45,6307
1943,51,6934
1944,36,6532
1945,26,6184
1946,37,6920
1947,32,7562
1948,28,7068
1949,29,6618
1950,32,6455
1951,38,6466
1952,32,6521
1953,32,6655
1954,34,6514
1955,47,6328
1956,22,6129
1957,33,6064
1958,30,5522
1959,35,5177
1960,31,5247
1961,29,4965
1962,29,4478
1963,23,4434
1964,31,4148
1965,18,3784
1966,23,3521
1967,27,3276
1968,30,3178
1969,20,3002
1970,15,3041
1971,18,2960
1972,16,2478
1973,16,2236
1974,18,2187
1975,15,2123
1976,14,1871
1977,26,1913
1978,17,1798
1979,16,1752
1980,23,1780
1981,13,1725
1982,11,1616
1983,15,1455
1984,18,1382
1985,17,1380
1986,10,1283
1987,17,1258
1988,11,1163
1989,11,1258
1990,0,1226
1991,0,1127
1992,0,991
1993,0,897
1994,0,861
1995,0,732
1996,0,719
1997,0,748
1998,0,655
1999,0,638
2000,0,637
2001,0,571
2002,0,564
2003,0,569
2004,0,542
2005,0,530
2006,0,598
2007,0,534
2008,0,552
2009,0,473
2010,0,455
2011,0,443
2012,0,464
2013,0,508
2014,0,523
2015,7,533
2016,0,539
2017,0,527
2018,0,519
2019,0,493
