year,Boys,Girls
1880,74,0
1881,88,0
1882,103,0
1883,105,0
1884,94,0
1885,148,0
1886,119,0
1887,155,0
1888,172,0
1889,161,0
1890,192,0
1891,173,0
1892,181,0
1893,186,0
1894,217,0
1895,189,0
1896,203,0
1897,193,0
1898,218,0
1899,193,0
1900,235,0
1901,215,0
1902,230,0
1903,217,0
1904,225,0
1905,204,0
1906,188,0
1907,209,0
1908,201,0
1909,193,0
1910,253,0
1911,260,0
1912,319,0
1913,306,0
1914,387,0
1915,519,0
1916,573,5
1917,522,0
1918,518,0
1919,517,0
1920,494,0
1921,549,0
1922,518,0
1923,487,0
1924,521,0
1925,452,0
1926,445,0
1927,433,6
1928,429,9
1929,409,0
1930,373,0
1931,341,0
1932,344,8
1933,320,7
1934,356,0
1935,352,0
1936,296,0
1937,353,0
1938,304,0
1939,326,0
1940,308,8
1941,319,0
1942,348,0
1943,389,0
1944,316,0
1945,330,5
1946,374,0
1947,393,0
1948,406,0
1949,394,0
1950,370,0
1951,395,0
1952,412,0
1953,422,7
1954,428,0
1955,472,0
1956,465,5
1957,480,0
1958,492,6
1959,494,7
1960,517,11
1961,524,5
1962,576,0
1963,481,0
1964,538,0
1965,447,0
1966,420,6
1967,398,0
1968,416,0
1969,401,0
1970,401,0
1971,352,6
1972,324,0
1973,264,0
1974,269,0
1975,287,0
1976,241,6
1977,274,0
1978,260,0
1979,244,0
1980,303,0
1981,288,0
1982,302,5
1983,258,0
1984,222,5
1985,193,0
1986,190,0
1987,185,0
1988,195,0
1989,177,0
1990,155,6
1991,150,0
1992,149,0
1993,127,0
1994,101,0
1995,115,0
1996,135,0
1997,99,0
1998,110,0
1999,125,0
2000,126,0
2001,131,0
2002,116,0
2003,131,0
2004,98,0
2005,108,0
2006,113,0
2007,107,0
2008,86,0
2009,89,0
2010,100,0
2011,67,0
2012,75,0
2013,61,0
2014,82,0
2015,63,0
2016,68,0
2017,80,0
2018,89,0
2019,64,0
