year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,6
1907,0,0
1908,6,0
1909,0,7
1910,0,0
1911,0,0
1912,0,10
1913,0,8
1914,0,10
1915,0,12
1916,0,16
1917,0,17
1918,0,10
1919,0,11
1920,0,14
1921,0,15
1922,5,18
1923,6,12
1924,5,15
1925,5,28
1926,5,27
1927,5,25
1928,0,24
1929,0,25
1930,0,26
1931,0,13
1932,0,20
1933,5,32
1934,5,28
1935,0,23
1936,5,44
1937,0,32
1938,7,42
1939,6,47
1940,0,85
1941,0,102
1942,7,98
1943,7,96
1944,8,92
1945,10,96
1946,10,106
1947,10,102
1948,7,110
1949,13,110
1950,15,137
1951,10,132
1952,7,126
1953,15,136
1954,13,123
1955,19,160
1956,14,162
1957,10,198
1958,8,229
1959,12,262
1960,8,268
1961,9,258
1962,15,241
1963,6,216
1964,5,208
1965,0,160
1966,7,148
1967,5,193
1968,0,189
1969,10,223
1970,0,201
1971,5,200
1972,6,205
1973,6,220
1974,0,204
1975,0,224
1976,0,208
1977,0,232
1978,5,284
1979,0,318
1980,0,242
1981,0,241
1982,0,187
1983,0,161
1984,0,134
1985,5,131
1986,0,114
1987,0,130
1988,0,106
1989,5,100
1990,0,121
1991,0,119
1992,0,107
1993,0,104
1994,5,86
1995,10,116
1996,8,106
1997,8,77
1998,0,113
1999,6,97
2000,0,85
2001,0,81
2002,0,92
2003,7,92
2004,0,82
2005,0,85
2006,6,79
2007,0,82
2008,5,94
2009,0,78
2010,5,89
2011,7,72
2012,6,66
2013,0,62
2014,0,52
2015,11,64
2016,8,59
2017,10,50
2018,10,62
2019,8,70
