year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,6
1889,0,0
1890,0,0
1891,0,7
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,5
1902,0,7
1903,0,8
1904,0,8
1905,0,0
1906,0,0
1907,0,10
1908,0,9
1909,0,14
1910,0,9
1911,0,17
1912,0,25
1913,0,17
1914,0,26
1915,0,37
1916,0,40
1917,0,46
1918,0,52
1919,0,61
1920,0,74
1921,0,54
1922,0,85
1923,0,80
1924,0,115
1925,0,138
1926,0,99
1927,0,152
1928,0,167
1929,0,204
1930,0,216
1931,0,176
1932,0,159
1933,0,167
1934,0,190
1935,0,162
1936,0,158
1937,0,196
1938,0,186
1939,0,179
1940,0,207
1941,0,218
1942,6,205
1943,0,211
1944,0,253
1945,5,281
1946,0,350
1947,0,379
1948,5,448
1949,0,491
1950,0,614
1951,6,669
1952,0,863
1953,5,1052
1954,10,1092
1955,10,1105
1956,7,1100
1957,8,1184
1958,5,1295
1959,8,1342
1960,9,1315
1961,11,1240
1962,11,1256
1963,6,1327
1964,10,1317
1965,12,1279
1966,10,1199
1967,11,1292
1968,9,1349
1969,15,1574
1970,15,1652
1971,17,1668
1972,9,1699
1973,17,1634
1974,18,1810
1975,15,1732
1976,12,1785
1977,22,1725
1978,22,1883
1979,22,2074
1980,16,2324
1981,17,2362
1982,20,2295
1983,18,2178
1984,15,2208
1985,18,2139
1986,27,2221
1987,18,2122
1988,22,2505
1989,17,2734
1990,14,2802
1991,12,2849
1992,18,3022
1993,19,2946
1994,19,2973
1995,9,2871
1996,14,2882
1997,6,2926
1998,11,3044
1999,13,2987
2000,5,2917
2001,6,2852
2002,9,2708
2003,8,2762
2004,8,2781
2005,6,2626
2006,0,2700
2007,0,2779
2008,0,2756
2009,0,2302
2010,0,1884
2011,0,1632
2012,0,1566
2013,0,1429
2014,0,1462
2015,0,1338
2016,0,1297
2017,0,1164
2018,0,1122
2019,0,1014
