year,F,M
1880,5,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,9,0
1886,5,0
1887,0,0
1888,10,0
1889,0,0
1890,16,0
1891,12,0
1892,6,0
1893,9,0
1894,13,0
1895,12,0
1896,18,0
1897,21,0
1898,16,0
1899,19,0
1900,24,0
1901,10,0
1902,24,0
1903,19,0
1904,32,0
1905,33,0
1906,22,0
1907,34,0
1908,39,0
1909,33,0
1910,46,0
1911,35,0
1912,61,0
1913,73,0
1914,100,0
1915,108,0
1916,101,0
1917,149,0
1918,140,0
1919,141,0
1920,182,0
1921,156,0
1922,145,0
1923,167,0
1924,152,0
1925,138,0
1926,152,0
1927,174,0
1928,161,0
1929,176,0
1930,177,0
1931,171,0
1932,169,0
1933,151,0
1934,158,0
1935,149,0
1936,130,0
1937,153,0
1938,274,0
1939,206,0
1940,200,0
1941,186,0
1942,202,0
1943,199,0
1944,169,0
1945,144,0
1946,157,0
1947,163,0
1948,142,0
1949,135,0
1950,109,0
1951,121,0
1952,85,0
1953,75,0
1954,47,0
1955,72,0
1956,64,0
1957,64,0
1958,50,0
1959,66,0
1960,47,0
1961,46,0
1962,40,0
1963,58,0
1964,48,0
1965,49,0
1966,29,0
1967,33,0
1968,34,0
1969,42,0
1970,23,0
1971,31,0
1972,29,0
1973,32,0
1974,23,0
1975,40,0
1976,41,0
1977,32,0
1978,48,0
1979,31,0
1980,39,0
1981,46,0
1982,37,0
1983,41,0
1984,37,0
1985,34,0
1986,44,0
1987,45,0
1988,31,0
1989,37,0
1990,35,0
1991,34,0
1992,29,0
1993,37,0
1994,29,0
1995,23,0
1996,32,0
1997,34,0
1998,28,0
1999,41,0
2000,30,0
2001,40,0
2002,36,0
2003,41,0
2004,40,0
2005,46,0
2006,42,0
2007,40,0
2008,38,0
2009,59,0
2010,100,0
2011,102,0
2012,136,0
2013,191,0
2014,210,0
2015,228,0
2016,246,0
2017,254,0
2018,322,0
2019,282,0
