year,F,M
1880,0,0
1881,8,0
1882,0,0
1883,9,0
1884,5,0
1885,7,0
1886,7,0
1887,11,0
1888,7,0
1889,7,0
1890,8,0
1891,9,0
1892,6,0
1893,14,0
1894,12,0
1895,20,0
1896,16,0
1897,7,0
1898,23,0
1899,16,0
1900,18,0
1901,21,0
1902,24,0
1903,30,0
1904,21,0
1905,28,0
1906,30,0
1907,37,0
1908,37,0
1909,37,0
1910,49,0
1911,53,0
1912,71,0
1913,79,0
1914,87,0
1915,104,0
1916,111,0
1917,111,0
1918,111,0
1919,79,0
1920,86,0
1921,106,0
1922,99,0
1923,88,0
1924,92,0
1925,111,0
1926,85,0
1927,100,6
1928,66,0
1929,62,0
1930,63,0
1931,54,0
1932,56,0
1933,47,0
1934,35,0
1935,31,0
1936,43,0
1937,27,0
1938,32,0
1939,32,0
1940,23,0
1941,25,0
1942,30,0
1943,32,0
1944,22,0
1945,19,0
1946,30,0
1947,37,0
1948,25,0
1949,22,0
1950,26,0
1951,22,0
1952,17,0
1953,19,0
1954,11,0
1955,16,0
1956,17,0
1957,13,0
1958,19,0
1959,9,0
1960,10,0
1961,8,0
1962,8,0
1963,6,0
1964,0,0
1965,0,0
1966,0,0
1967,7,0
1968,5,0
1969,5,0
1970,5,0
1971,8,0
1972,5,0
1973,0,0
1974,0,0
1975,0,0
1976,7,0
1977,5,0
1978,9,0
1979,6,0
1980,7,0
1981,6,0
1982,0,0
1983,6,0
1984,9,0
1985,5,0
1986,0,0
1987,0,0
1988,0,0
1989,5,0
1990,6,0
1991,0,0
1992,5,0
1993,0,0
1994,6,0
1995,0,0
1996,6,0
1997,0,0
1998,5,0
1999,5,0
2000,0,0
2001,0,0
2002,0,0
2003,6,0
2004,5,0
2005,0,0
2006,6,0
2007,5,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,5,0
2017,0,0
2018,0,0
2019,10,0
