year,Boys,Girls
1880,10,0
1881,7,0
1882,17,0
1883,23,0
1884,23,0
1885,17,0
1886,34,0
1887,38,0
1888,49,0
1889,44,0
1890,53,0
1891,62,0
1892,76,0
1893,71,0
1894,73,6
1895,81,8
1896,63,5
1897,67,0
1898,61,0
1899,66,6
1900,68,0
1901,57,0
1902,64,0
1903,76,0
1904,73,0
1905,59,0
1906,64,0
1907,73,0
1908,81,0
1909,84,0
1910,87,0
1911,105,6
1912,127,6
1913,130,9
1914,202,14
1915,215,10
1916,199,14
1917,229,12
1918,231,17
1919,213,26
1920,198,20
1921,200,17
1922,177,21
1923,176,27
1924,190,22
1925,223,14
1926,155,15
1927,183,18
1928,193,25
1929,178,16
1930,167,24
1931,203,14
1932,205,14
1933,270,8
1934,221,7
1935,249,12
1936,213,16
1937,191,13
1938,184,10
1939,193,10
1940,197,9
1941,201,13
1942,278,6
1943,283,10
1944,220,19
1945,252,8
1946,260,11
1947,350,16
1948,311,18
1949,308,7
1950,316,14
1951,341,16
1952,309,10
1953,340,7
1954,370,13
1955,367,11
1956,407,6
1957,392,13
1958,324,10
1959,291,6
1960,247,10
1961,272,6
1962,340,5
1963,308,6
1964,307,7
1965,314,8
1966,218,12
1967,327,5
1968,293,0
1969,269,5
1970,282,0
1971,244,6
1972,213,0
1973,175,0
1974,172,5
1975,157,0
1976,131,5
1977,129,5
1978,167,5
1979,177,0
1980,147,0
1981,150,6
1982,157,0
1983,133,0
1984,102,0
1985,108,5
1986,95,0
1987,115,6
1988,121,0
1989,122,7
1990,124,0
1991,101,5
1992,99,0
1993,94,0
1994,105,6
1995,105,6
1996,84,7
1997,75,8
1998,70,7
1999,64,6
2000,74,0
2001,73,0
2002,54,5
2003,48,6
2004,57,6
2005,66,0
2006,69,0
2007,60,0
2008,62,5
2009,60,0
2010,57,6
2011,60,5
2012,84,5
2013,69,0
2014,89,7
2015,95,0
2016,193,5
2017,158,8
2018,217,7
2019,198,7
