year,F,M
1880,0,0
1881,0,8
1882,0,9
1883,0,7
1884,0,9
1885,0,6
1886,0,5
1887,0,5
1888,0,15
1889,0,12
1890,0,13
1891,0,10
1892,0,15
1893,0,11
1894,0,12
1895,0,19
1896,0,16
1897,0,12
1898,0,20
1899,0,9
1900,0,14
1901,0,11
1902,0,21
1903,0,21
1904,0,17
1905,0,20
1906,0,19
1907,0,18
1908,0,18
1909,0,16
1910,0,30
1911,0,29
1912,0,43
1913,0,67
1914,0,66
1915,0,101
1916,0,100
1917,0,127
1918,0,123
1919,0,104
1920,0,123
1921,5,142
1922,0,136
1923,0,119
1924,0,108
1925,0,114
1926,0,144
1927,0,109
1928,0,120
1929,0,112
1930,0,105
1931,0,108
1932,0,88
1933,0,86
1934,0,87
1935,5,80
1936,0,78
1937,0,67
1938,0,98
1939,0,73
1940,0,91
1941,0,96
1942,0,131
1943,0,111
1944,0,109
1945,0,112
1946,0,135
1947,0,160
1948,0,172
1949,0,268
1950,0,204
1951,0,241
1952,0,250
1953,0,263
1954,0,252
1955,0,270
1956,0,282
1957,0,284
1958,0,250
1959,0,199
1960,0,214
1961,0,179
1962,0,197
1963,0,166
1964,5,185
1965,0,157
1966,0,153
1967,0,148
1968,5,142
1969,0,155
1970,0,173
1971,0,128
1972,0,122
1973,0,136
1974,0,148
1975,0,130
1976,0,140
1977,0,146
1978,0,191
1979,6,141
1980,5,198
1981,0,196
1982,0,217
1983,5,207
1984,6,204
1985,5,230
1986,8,233
1987,6,240
1988,0,258
1989,0,226
1990,0,238
1991,6,276
1992,17,367
1993,30,437
1994,44,509
1995,28,550
1996,51,532
1997,29,504
1998,23,524
1999,22,558
2000,24,529
2001,22,501
2002,18,468
2003,15,478
2004,13,514
2005,16,530
2006,19,568
2007,15,617
2008,18,726
2009,22,687
2010,24,758
2011,34,809
2012,25,817
2013,25,1032
2014,26,1095
2015,37,1045
2016,38,961
2017,20,860
2018,34,855
2019,28,774
