year,F,M
1880,0,0
1881,0,0
1882,0,7
1883,0,5
1884,0,5
1885,0,9
1886,0,0
1887,0,5
1888,0,10
1889,0,0
1890,0,0
1891,0,0
1892,0,5
1893,0,9
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,5
1901,0,0
1902,0,5
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,5
1909,0,0
1910,0,0
1911,0,0
1912,0,6
1913,0,0
1914,0,6
1915,0,7
1916,0,16
1917,0,7
1918,0,9
1919,0,7
1920,0,11
1921,0,16
1922,0,16
1923,0,9
1924,0,13
1925,0,12
1926,0,13
1927,0,0
1928,0,12
1929,0,10
1930,0,0
1931,0,7
1932,0,6
1933,0,11
1934,0,0
1935,0,8
1936,0,0
1937,0,0
1938,0,6
1939,0,5
1940,0,0
1941,0,0
1942,0,0
1943,0,8
1944,0,8
1945,0,5
1946,0,0
1947,0,9
1948,0,8
1949,0,6
1950,0,9
1951,0,15
1952,0,14
1953,0,6
1954,0,8
1955,0,15
1956,0,11
1957,0,0
1958,0,11
1959,0,9
1960,0,12
1961,0,11
1962,0,0
1963,0,7
1964,0,13
1965,0,6
1966,0,9
1967,0,6
1968,0,9
1969,0,24
1970,0,24
1971,5,18
1972,0,11
1973,0,8
1974,0,12
1975,0,16
1976,0,12
1977,0,7
1978,0,11
1979,0,6
1980,0,5
1981,0,7
1982,0,5
1983,0,15
1984,0,12
1985,0,7
1986,0,15
1987,0,8
1988,0,8
1989,0,5
1990,0,6
1991,0,16
1992,0,7
1993,0,0
1994,0,9
1995,0,12
1996,0,9
1997,0,19
1998,0,24
1999,0,22
2000,0,20
2001,0,30
2002,0,31
2003,0,24
2004,0,47
2005,0,59
2006,8,60
2007,7,77
2008,7,77
2009,7,82
2010,9,71
2011,10,108
2012,10,90
2013,11,108
2014,15,125
2015,20,121
2016,16,142
2017,25,130
2018,24,178
2019,32,208
