year,Boys,Girls
1880,0,62
1881,0,65
1882,0,73
1883,0,67
1884,0,107
1885,0,94
1886,0,115
1887,0,96
1888,0,146
1889,0,198
1890,0,182
1891,0,186
1892,5,269
1893,0,246
1894,0,278
1895,0,300
1896,0,327
1897,0,295
1898,9,359
1899,5,338
1900,0,427
1901,7,395
1902,0,422
1903,0,390
1904,5,473
1905,6,432
1906,6,459
1907,0,503
1908,5,523
1909,7,528
1910,0,615
1911,9,770
1912,13,1449
1913,12,1946
1914,12,2568
1915,10,3250
1916,23,3330
1917,24,3436
1918,18,3833
1919,21,3646
1920,33,3901
1921,29,3946
1922,28,3966
1923,23,3805
1924,23,3946
1925,18,3803
1926,28,3793
1927,23,3540
1928,32,3325
1929,27,3184
1930,27,3101
1931,22,2943
1932,17,3022
1933,14,2696
1934,20,2734
1935,14,2832
1936,15,2833
1937,15,2896
1938,11,2948
1939,10,2832
1940,13,3012
1941,16,3032
1942,15,3673
1943,16,3751
1944,11,3932
1945,14,3803
1946,18,4740
1947,20,5268
1948,22,5111
1949,15,5006
1950,18,4942
1951,13,5176
1952,19,5349
1953,16,5372
1954,16,5766
1955,15,6535
1956,18,7401
1957,23,7222
1958,21,7149
1959,24,7476
1960,23,7476
1961,31,7336
1962,24,7039
1963,24,6704
1964,25,6241
1965,17,5649
1966,23,4858
1967,21,4889
1968,26,5099
1969,26,5158
1970,26,5114
1971,26,4540
1972,24,3783
1973,24,3399
1974,12,3173
1975,22,3233
1976,12,2997
1977,27,3125
1978,28,2985
1979,25,3133
1980,30,3272
1981,31,3048
1982,31,3035
1983,33,2744
1984,24,2685
1985,7,2572
1986,20,2407
1987,19,2380
1988,10,2298
1989,10,2218
1990,0,2214
1991,14,1834
1992,0,1711
1993,11,1516
1994,0,1270
1995,0,1205
1996,11,1086
1997,0,1100
1998,0,952
1999,0,855
2000,0,894
2001,0,925
2002,0,838
2003,0,811
2004,10,768
2005,0,730
2006,0,740
2007,0,712
2008,0,725
2009,0,646
2010,0,697
2011,0,707
2012,0,657
2013,0,671
2014,0,756
2015,0,765
2016,0,784
2017,0,788
2018,0,768
2019,0,797
