year,F,M
1880,0,54
1881,0,62
1882,0,52
1883,0,61
1884,0,77
1885,0,70
1886,0,68
1887,0,71
1888,0,54
1889,0,83
1890,0,92
1891,0,68
1892,0,95
1893,0,101
1894,0,104
1895,0,106
1896,0,108
1897,0,109
1898,0,115
1899,0,100
1900,0,147
1901,0,87
1902,0,119
1903,0,120
1904,0,128
1905,0,132
1906,0,125
1907,0,135
1908,0,173
1909,0,173
1910,0,218
1911,0,217
1912,0,453
1913,0,565
1914,7,732
1915,6,974
1916,0,988
1917,6,946
1918,10,962
1919,0,803
1920,5,830
1921,7,960
1922,0,1145
1923,0,1303
1924,9,1229
1925,12,1242
1926,7,1635
1927,10,1689
1928,17,1308
1929,10,1220
1930,15,1219
1931,13,1101
1932,5,960
1933,6,847
1934,8,779
1935,0,745
1936,0,647
1937,0,630
1938,0,683
1939,0,588
1940,5,623
1941,0,600
1942,0,657
1943,0,664
1944,5,573
1945,5,573
1946,6,628
1947,0,696
1948,0,716
1949,0,822
1950,0,756
1951,5,831
1952,0,777
1953,0,745
1954,0,653
1955,7,654
1956,0,721
1957,0,568
1958,0,486
1959,0,459
1960,0,442
1961,0,414
1962,0,412
1963,0,411
1964,0,378
1965,0,329
1966,0,352
1967,0,276
1968,0,270
1969,0,251
1970,0,309
1971,0,275
1972,0,231
1973,5,215
1974,6,217
1975,0,188
1976,0,198
1977,0,181
1978,0,182
1979,0,190
1980,0,196
1981,0,170
1982,0,192
1983,0,178
1984,0,165
1985,0,157
1986,0,139
1987,0,156
1988,0,169
1989,0,183
1990,0,146
1991,0,131
1992,0,119
1993,0,108
1994,0,105
1995,0,105
1996,0,109
1997,0,76
1998,0,92
1999,0,62
2000,0,72
2001,0,82
2002,0,69
2003,0,65
2004,0,59
2005,0,58
2006,0,50
2007,0,45
2008,0,54
2009,0,35
2010,0,32
2011,0,44
2012,0,43
2013,0,36
2014,0,47
2015,0,41
2016,0,34
2017,0,40
2018,0,34
2019,0,41
