year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,7,0
1888,12,0
1889,6,0
1890,12,0
1891,7,0
1892,9,0
1893,6,0
1894,20,0
1895,17,0
1896,20,0
1897,15,0
1898,29,0
1899,28,0
1900,41,0
1901,29,0
1902,44,0
1903,30,0
1904,33,0
1905,43,0
1906,39,0
1907,51,0
1908,68,0
1909,65,0
1910,90,0
1911,132,0
1912,157,0
1913,206,0
1914,244,0
1915,337,0
1916,429,0
1917,453,0
1918,484,0
1919,563,0
1920,586,0
1921,661,5
1922,623,0
1923,653,0
1924,744,0
1925,789,0
1926,778,0
1927,779,0
1928,679,0
1929,659,5
1930,668,0
1931,630,0
1932,691,5
1933,676,0
1934,658,0
1935,641,0
1936,566,6
1937,566,0
1938,595,0
1939,506,0
1940,484,6
1941,589,0
1942,477,0
1943,554,0
1944,470,0
1945,435,0
1946,520,0
1947,556,0
1948,588,0
1949,644,0
1950,762,0
1951,748,0
1952,943,0
1953,871,0
1954,980,0
1955,902,0
1956,949,5
1957,895,0
1958,1012,0
1959,916,0
1960,968,0
1961,954,0
1962,943,0
1963,929,6
1964,933,0
1965,774,0
1966,691,5
1967,667,0
1968,603,0
1969,546,0
1970,597,0
1971,483,0
1972,399,0
1973,371,0
1974,353,0
1975,355,0
1976,347,0
1977,340,0
1978,328,0
1979,315,0
1980,334,0
1981,340,0
1982,335,0
1983,276,0
1984,321,0
1985,320,0
1986,310,0
1987,324,0
1988,400,0
1989,357,0
1990,306,0
1991,306,0
1992,276,0
1993,279,0
1994,246,0
1995,267,0
1996,229,0
1997,255,0
1998,269,0
1999,251,0
2000,248,0
2001,220,0
2002,185,0
2003,197,0
2004,200,0
2005,175,0
2006,171,0
2007,205,0
2008,155,0
2009,172,0
2010,150,0
2011,153,0
2012,139,0
2013,129,0
2014,159,0
2015,162,0
2016,174,0
2017,178,0
2018,148,0
2019,160,0
