year,F,M
1880,0,40
1881,0,39
1882,0,35
1883,0,36
1884,0,48
1885,0,38
1886,0,47
1887,0,29
1888,0,48
1889,0,34
1890,0,45
1891,0,40
1892,0,37
1893,0,22
1894,0,38
1895,0,29
1896,0,31
1897,0,39
1898,0,37
1899,0,28
1900,0,49
1901,0,40
1902,0,37
1903,0,46
1904,0,57
1905,0,52
1906,0,67
1907,0,77
1908,0,84
1909,0,79
1910,0,124
1911,0,130
1912,0,248
1913,0,310
1914,0,425
1915,0,642
1916,5,656
1917,5,705
1918,0,761
1919,6,682
1920,5,699
1921,6,765
1922,0,791
1923,7,690
1924,8,747
1925,6,690
1926,7,642
1927,0,616
1928,5,604
1929,5,588
1930,0,631
1931,0,511
1932,0,490
1933,0,499
1934,0,465
1935,5,456
1936,0,421
1937,7,395
1938,0,400
1939,0,405
1940,0,409
1941,0,441
1942,0,519
1943,0,558
1944,0,499
1945,0,490
1946,0,564
1947,0,647
1948,0,547
1949,0,446
1950,0,423
1951,0,448
1952,0,420
1953,0,418
1954,0,432
1955,0,471
1956,0,494
1957,0,691
1958,0,846
1959,0,1053
1960,0,1099
1961,0,934
1962,0,898
1963,0,871
1964,0,799
1965,6,718
1966,0,684
1967,0,682
1968,5,666
1969,6,656
1970,5,667
1971,5,564
1972,5,553
1973,0,550
1974,6,503
1975,0,447
1976,5,406
1977,0,424
1978,6,399
1979,0,373
1980,0,317
1981,6,293
1982,0,267
1983,0,256
1984,0,277
1985,0,254
1986,0,294
1987,0,274
1988,0,240
1989,0,249
1990,0,229
1991,0,195
1992,0,226
1993,0,217
1994,0,197
1995,0,215
1996,0,173
1997,0,146
1998,0,179
1999,0,204
2000,0,217
2001,0,198
2002,0,200
2003,0,203
2004,0,208
2005,0,232
2006,0,250
2007,0,226
2008,0,236
2009,0,197
2010,0,176
2011,0,154
2012,0,157
2013,0,174
2014,0,157
2015,0,152
2016,0,175
2017,0,147
2018,0,123
2019,0,138
