year,Girls,Boys
1880,0,99
1881,0,90
1882,0,104
1883,0,79
1884,0,89
1885,0,83
1886,0,78
1887,0,62
1888,0,85
1889,0,80
1890,0,71
1891,0,86
1892,0,98
1893,0,72
1894,0,76
1895,0,108
1896,0,86
1897,0,104
1898,0,112
1899,0,107
1900,0,135
1901,0,97
1902,0,78
1903,0,93
1904,0,81
1905,0,126
1906,0,100
1907,0,129
1908,0,112
1909,0,113
1910,0,142
1911,0,180
1912,0,349
1913,5,357
1914,0,527
1915,5,606
1916,0,619
1917,5,605
1918,6,664
1919,0,682
1920,5,740
1921,8,704
1922,7,659
1923,0,704
1924,9,753
1925,0,738
1926,5,685
1927,13,673
1928,0,681
1929,6,590
1930,7,630
1931,6,608
1932,6,628
1933,6,572
1934,7,569
1935,6,578
1936,13,631
1937,0,660
1938,0,795
1939,0,803
1940,0,806
1941,5,791
1942,8,870
1943,6,794
1944,7,715
1945,0,696
1946,0,741
1947,0,813
1948,0,814
1949,5,782
1950,0,804
1951,0,803
1952,0,829
1953,0,1013
1954,5,946
1955,0,913
1956,5,915
1957,7,942
1958,6,948
1959,0,1082
1960,5,1016
1961,0,951
1962,7,931
1963,0,981
1964,0,824
1965,5,817
1966,8,723
1967,7,789
1968,8,764
1969,5,764
1970,12,756
1971,8,774
1972,12,620
1973,7,581
1974,12,674
1975,0,690
1976,7,733
1977,11,669
1978,5,680
1979,6,670
1980,6,685
1981,6,639
1982,6,657
1983,0,630
1984,9,651
1985,0,706
1986,9,713
1987,5,711
1988,9,756
1989,8,856
1990,5,931
1991,0,810
1992,8,801
1993,6,761
1994,8,719
1995,6,681
1996,0,621
1997,0,619
1998,0,614
1999,5,605
2000,0,601
2001,0,615
2002,0,619
2003,0,612
2004,6,572
2005,0,593
2006,0,604
2007,0,582
2008,0,551
2009,0,516
2010,0,444
2011,0,456
2012,0,464
2013,0,442
2014,0,408
2015,0,426
2016,0,431
2017,0,411
2018,0,374
2019,5,400
