year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,5,0
1892,0,0
1893,5,0
1894,8,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,8,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,8,0
1907,8,0
1908,5,0
1909,0,0
1910,6,0
1911,6,0
1912,5,0
1913,6,0
1914,16,0
1915,20,0
1916,10,0
1917,16,0
1918,12,0
1919,28,0
1920,43,0
1921,33,0
1922,36,0
1923,24,0
1924,24,0
1925,28,0
1926,22,0
1927,22,0
1928,28,0
1929,28,0
1930,21,0
1931,25,0
1932,24,0
1933,19,0
1934,22,0
1935,18,0
1936,9,0
1937,10,0
1938,7,0
1939,7,0
1940,10,0
1941,10,0
1942,11,0
1943,9,0
1944,13,0
1945,12,0
1946,9,0
1947,16,0
1948,7,0
1949,14,0
1950,7,0
1951,13,0
1952,0,0
1953,12,0
1954,6,0
1955,6,0
1956,0,0
1957,7,0
1958,7,0
1959,0,0
1960,7,0
1961,0,0
1962,0,0
1963,0,0
1964,7,0
1965,9,0
1966,0,0
1967,0,0
1968,7,0
1969,7,0
1970,12,0
1971,8,0
1972,8,0
1973,7,0
1974,7,0
1975,12,0
1976,17,0
1977,6,0
1978,12,0
1979,10,0
1980,13,0
1981,8,0
1982,7,0
1983,13,0
1984,6,0
1985,8,0
1986,10,0
1987,0,0
1988,5,0
1989,0,0
1990,11,0
1991,15,0
1992,9,0
1993,7,0
1994,8,0
1995,10,0
1996,12,0
1997,0,0
1998,10,0
1999,7,0
2000,0,0
2001,7,0
2002,0,0
2003,6,0
2004,0,0
2005,5,0
2006,7,0
2007,0,0
2008,5,0
2009,5,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,6,0
2017,0,0
2018,0,0
2019,0,0
