year,Boys,Girls
1880,0,102
1881,0,95
1882,0,107
1883,0,106
1884,0,130
1885,0,118
1886,0,161
1887,0,119
1888,0,156
1889,0,141
1890,0,156
1891,0,163
1892,0,191
1893,6,166
1894,0,199
1895,0,211
1896,0,178
1897,0,197
1898,0,207
1899,5,223
1900,5,316
1901,0,238
1902,5,256
1903,0,238
1904,0,305
1905,5,350
1906,0,324
1907,6,362
1908,0,374
1909,0,415
1910,0,557
1911,0,691
1912,11,1367
1913,11,1748
1914,13,2335
1915,20,3262
1916,24,3609
1917,20,3788
1918,28,3868
1919,24,3808
1920,33,4109
1921,26,4479
1922,37,4527
1923,28,4706
1924,35,5045
1925,37,4975
1926,55,5285
1927,48,5490
1928,47,5591
1929,55,5155
1930,41,5296
1931,36,5422
1932,46,5270
1933,39,4954
1934,21,4990
1935,19,5042
1936,24,4647
1937,23,4674
1938,38,4952
1939,17,4742
1940,25,4575
1941,23,4458
1942,20,4681
1943,21,4522
1944,26,4067
1945,16,3725
1946,21,4162
1947,15,4411
1948,18,3894
1949,8,3668
1950,23,3639
1951,14,3731
1952,16,3571
1953,15,3371
1954,12,3417
1955,27,3409
1956,19,3423
1957,15,3333
1958,18,3070
1959,20,2776
1960,24,2693
1961,13,2688
1962,12,2790
1963,20,2480
1964,14,2255
1965,19,2302
1966,15,2171
1967,20,1954
1968,22,1766
1969,20,1649
1970,14,1522
1971,20,1343
1972,11,1174
1973,10,986
1974,9,1000
1975,9,849
1976,8,825
1977,14,755
1978,13,739
1979,8,697
1980,7,725
1981,0,687
1982,5,634
1983,6,624
1984,7,594
1985,9,575
1986,0,503
1987,6,525
1988,8,492
1989,0,496
1990,0,443
1991,0,521
1992,0,405
1993,0,393
1994,0,328
1995,0,280
1996,0,263
1997,0,295
1998,0,271
1999,0,239
2000,0,270
2001,0,227
2002,0,209
2003,0,219
2004,0,209
2005,0,196
2006,0,179
2007,0,191
2008,0,193
2009,0,163
2010,0,147
2011,0,127
2012,0,160
2013,0,159
2014,0,173
2015,0,148
2016,0,181
2017,0,171
2018,0,154
2019,0,159
